,osmid,bridge,oneway,lanes,name,highway,maxspeed,length,geometry,ref,access,junction,tunnel,service,width,est_width
132,"[71095786, 71095788, 31826254]",,False,,Rue Max Buset,"['cycleway', 'path', 'living_street']",,67.272,"LINESTRING (5.6307982 50.6274481, 5.6308621 50.6275678, 5.630896 50.6275948, 5.6309618 50.6277215, 5.6309417 50.6277564, 5.6311439 50.627998)",,,,,,,
133,306312183,,False,2,Rue de Herve,primary,50,47.94,"LINESTRING (5.6183531 50.6293469, 5.6176919 50.6294467)",N3,,,,,,
134,91074002,,True,,,service,,43.922,"LINESTRING (5.6183531 50.6293469, 5.6184095 50.6294944, 5.6184215 50.6297375)",,,,,,,
135,306312183,,False,2,Rue de Herve,primary,50,53.688,"LINESTRING (5.6183531 50.6293469, 5.6189216 50.6292622, 5.6190941 50.6292365)",N3,,,,,,
136,91073945,,False,,,unclassified,,45.896,"LINESTRING (5.6141195 50.6299687, 5.614333 50.6303586)",,,,,,,
137,306312182,,False,3,Rue de Herve,primary,50,117.571,"LINESTRING (5.6141195 50.6299687, 5.6131075 50.6301057, 5.6124908 50.6301936)",N3,,,,,,
138,306312183,,False,2,Rue de Herve,primary,50,192.009,"LINESTRING (5.6141195 50.6299687, 5.6160448 50.629692, 5.6167731 50.6295835)",N3,,,,,,
139,31630557,,False,2,Rue de Robermont,primary,50,23.654,"LINESTRING (5.602781 50.6362904, 5.6029064 50.6360931)",N3,,,,,,
140,31694718,,True,,Rue des Mugets,residential,,145.839,"LINESTRING (5.602781 50.6362904, 5.6046938 50.6367888)",,,,,,,
141,"[623556250, 31630557]",,False,"['3', '2']",Rue de Robermont,primary,50,35.817,"LINESTRING (5.602781 50.6362904, 5.602648 50.6364853, 5.6025796 50.6365861)",N3,,,,,,
142,25779404,,False,,Avenue Cardinal Mercier,residential,50,43.938,"LINESTRING (5.6025796 50.6365861, 5.6027212 50.6366442, 5.6028858 50.6369128)",,,,,,,
143,31694806,,False,,Rue des Églantines,residential,,148.395,"LINESTRING (5.6025796 50.6365861, 5.6020154 50.6364619, 5.6005382 50.6362729)",,,,,,,
144,61887458,,False,3,Rue de Robermont,primary,50,55.298,"LINESTRING (5.6025796 50.6365861, 5.6025021 50.6366953, 5.6022489 50.637037)",N3,,,,,,
145,"[623556250, 31630557]",,False,"['3', '2']",Rue de Robermont,primary,50,35.817,"LINESTRING (5.6025796 50.6365861, 5.602648 50.6364853, 5.602781 50.6362904)",N3,,,,,,
146,25779404,,False,,Avenue Cardinal Mercier,residential,50,48.071,"LINESTRING (5.6028858 50.6369128, 5.6034802 50.6371244)",,,,,,,
147,31695015,,True,,Avenue Cardinal Mercier,residential,,46.992,"LINESTRING (5.6028858 50.6369128, 5.6022489 50.637037)",,,,,,,
148,25779404,,False,,Avenue Cardinal Mercier,residential,50,43.938,"LINESTRING (5.6028858 50.6369128, 5.6027212 50.6366442, 5.6025796 50.6365861)",,,,,,,
149,31694740,,False,,Avenue Joseph Merlot,residential,50,72.403,"LINESTRING (5.6045347 50.6375849, 5.6051505 50.6381059)",,,,,,,
150,25779404,,False,,Avenue Cardinal Mercier,residential,50,39.07,"LINESTRING (5.6045347 50.6375849, 5.6042202 50.6373805, 5.6041606 50.6373588, 5.6041298 50.6373483)",,,,,,,
151,151059878,,True,,Rue de la Scierie,residential,,48.309,"LINESTRING (5.5527187 50.6077476, 5.5527868 50.6081799)",,,,,,,
152,447058802,,True,2,Quai Vercour,secondary,,54.63,"LINESTRING (5.5527187 50.6077476, 5.551946 50.6077777)",N617,,,,,,
153,131390542,,True,1,Avenue Georges Truffaut,tertiary,,68.353,"LINESTRING (5.6069463 50.6488933, 5.6078181 50.6491622)",,,,,,,
154,30292796,,False,,Rue Nicolas Goblet,residential,,180.736,"LINESTRING (5.6069463 50.6488933, 5.6076208 50.6474464, 5.6076379 50.6473303)",,,,,,,
155,316040959,,False,,Avenue Georges Truffaut,tertiary,,58.714,"LINESTRING (5.6169098 50.6512083, 5.6177267 50.651311)",,,,,,,
156,733861738,,False,,,unclassified,,11.993,"LINESTRING (5.6169098 50.6512083, 5.6169412 50.6511023)",,,,,,,
157,316040959,,False,,Avenue Georges Truffaut,tertiary,,295.348,"LINESTRING (5.6169098 50.6512083, 5.6162064 50.6511163, 5.6157255 50.6510338, 5.6151097 50.6509046, 5.6142871 50.6507356, 5.6140213 50.6506716, 5.6129213 50.6504095)",,,,,,,
158,316040959,,False,,Avenue Georges Truffaut,tertiary,,28.666,"LINESTRING (5.6189152 50.6513942, 5.6185109 50.6513668)",,,,,,,
159,733865689,,False,,,service,,11.236,"LINESTRING (5.6189152 50.6513942, 5.6189238 50.6512933)",,,,,,,
160,316040959,,False,,Avenue Georges Truffaut,tertiary,,168.503,"LINESTRING (5.6189152 50.6513942, 5.6196665 50.6514225, 5.6199559 50.6514326, 5.6210092 50.6514234, 5.6213033 50.6514186)",,,,,,,
161,316040959,,False,,Avenue Georges Truffaut,tertiary,,91.803,"LINESTRING (5.621724 50.6513946, 5.6230129 50.6512772)",,,,,,,
162,316040959,,False,,Avenue Georges Truffaut,tertiary,,29.78,"LINESTRING (5.621724 50.6513946, 5.6213033 50.6514186)",,,,,,,
163,8273122,,False,,Rue du Gay Village,unclassified,,81.166,"LINESTRING (5.6268529 50.6507722, 5.6259762 50.6502991)",,,,,,,
164,40005420,,False,,Avenue Georges Truffaut,tertiary,50,255.198,"LINESTRING (5.6268529 50.6507722, 5.6286819 50.6503661, 5.6299219 50.650127, 5.6300486 50.6501032, 5.6301399 50.650096, 5.630291 50.6501322)",,,,,,,
165,316040959,,False,,Avenue Georges Truffaut,tertiary,,93.75,"LINESTRING (5.6268529 50.6507722, 5.6262769 50.6508802, 5.6255613 50.6509687)",,,,,,,
166,55136582,,False,,Avenue de Jupille,unclassified,,21.111,"LINESTRING (5.6224062 50.6508198, 5.6221626 50.6507094)",,,,,,,
167,55136585,,True,,Avenue de Jupille,unclassified,,9.8,"LINESTRING (5.6224062 50.6508198, 5.6223232 50.6508905)",,,,,,,
168,315544314,,False,,Rue de Droixhe,unclassified,,4.239,"LINESTRING (5.6087142 50.6472179, 5.6087736 50.6472238)",,,,,,,
169,"[30292778, 315544295]",,True,,Place Louis de Geer,residential,,150.798,"LINESTRING (5.6087142 50.6472179, 5.6086075 50.646896, 5.6085688 50.6467331, 5.6084126 50.6460758, 5.6083781 50.6459996, 5.6083266 50.6458857)",,,,,,,
170,30292786,,False,,Rue Maurice Wilmotte,residential,,76.91,"LINESTRING (5.6087142 50.6472179, 5.608588 50.6472311, 5.6076379 50.6473303)",,,,,,,
171,188546445,,False,,Rue Winston Churchill,secondary,50,23.966,"LINESTRING (5.6109482 50.6426143, 5.6106111 50.6425868)",N642,,,,,,
172,"[30282576, 755029986, 30282579, 30282558]",yes,False,"['3', '2']",Pont du Bouhay,residential,50,283.885,"LINESTRING (5.6109482 50.6426143, 5.6109286 50.6427201, 5.6108201 50.6430188, 5.6106628 50.6434015, 5.6102475 50.6443545, 5.61012 50.6445453, 5.6099577 50.6446931, 5.6098112 50.6447882, 5.6096628 50.6448641, 5.6095109 50.6449262)",,,,,,,
173,360919709,,False,,Rue Winston Churchill,secondary,50,32.901,"LINESTRING (5.6109482 50.6426143, 5.6111366 50.6426311, 5.6114107 50.6426533)",N642,,,,,,
174,93391776,,False,,Rue Winston Churchill,residential,,66.068,"LINESTRING (5.6152121 50.6427317, 5.6148459 50.6432786)",,,,,,,
175,744755375,,False,,Rue Winston Churchill,secondary,50,36.309,"LINESTRING (5.6152121 50.6427317, 5.615727 50.6427345)",N642,,,,,,
176,744755375,,False,,Rue Winston Churchill,secondary,50,253.095,"LINESTRING (5.6152121 50.6427317, 5.6139922 50.6427406, 5.6136051 50.6427536, 5.6127937 50.6427398, 5.6116291 50.6426691)",N642,,,,,,
177,131391113,,False,,Rue de Visé,secondary,50,23.748,"LINESTRING (5.6268696 50.6457637, 5.627161 50.6458708)",N642,,,,,,
178,"[55136594, 55136597, 8273111]",yes,False,,"['Avenue Joseph Prévers', 'Avenue Joseh Prevers']",residential,,282.411,"LINESTRING (5.6268696 50.6457637, 5.6268078 50.6458374, 5.6267565 50.6458938, 5.6265132 50.6463344, 5.6260802 50.647121, 5.625944 50.6474075, 5.625554 50.6481599)",,,,,,,
179,131391114,,False,,Rue de Visé,secondary,50,18.912,"LINESTRING (5.6268696 50.6457637, 5.6267258 50.6457109, 5.6266385 50.6456774)",N642,,,,,,
180,145786357,,False,,Rue Winston Churchill,secondary,50,29.935,"LINESTRING (5.6100508 50.6425687, 5.6104746 50.6425844)",N642,,,,,,
181,8315921,,False,,Rue Winston Churchill,secondary,50,89.62299999999999,"LINESTRING (5.6100508 50.6425687, 5.6099332 50.6425667, 5.6099007 50.6425663, 5.6087801 50.642552)",N642,,,,,,
182,55139334,,False,,Rue Fernand Heuveneers,residential,,27.995,"LINESTRING (5.6100508 50.6425687, 5.6100462 50.6426375, 5.6100463 50.6426534, 5.6100468 50.6428204)",,,,,,,
183,145786354,,False,,Avenue Joseph Merlot,residential,50,58.762,"LINESTRING (5.6100508 50.6425687, 5.6100487 50.6424744, 5.6100388 50.6420403)",,,,,,,
184,8280359,,False,,Rue des Noyers,residential,,182.756,"LINESTRING (5.5382321 50.6392601, 5.53822 50.6391932, 5.5381546 50.6387138, 5.5380072 50.6382425, 5.5377471 50.6376505)",,,,,,,
185,187647203,,False,,Rue Saint-Nicolas,tertiary,,58.17400000000001,"LINESTRING (5.5382321 50.6392601, 5.538576 50.6392451, 5.5390546 50.6392201)",,,,,,,
186,"[187647201, 187647203, 10559462]",yes,False,,Rue Saint-Nicolas,tertiary,,97.871,"LINESTRING (5.5382321 50.6392601, 5.5381934 50.6392669, 5.5379024 50.6392672, 5.5377804 50.6392698, 5.5372541 50.6392961, 5.5370547 50.6393363, 5.5368894 50.6394048)",,,,,,,
187,"[8280366, 8280367]",,False,,Cité du Moulin,residential,,98.242,"LINESTRING (5.5346622 50.6442877, 5.534546 50.6439973, 5.5342541 50.643493, 5.5342843 50.6434504)",,,,,,,
188,353402371,,False,,Rue Émile Vandervelde,secondary,50,108.566,"LINESTRING (5.5346622 50.6442877, 5.5350671 50.6442225, 5.5353433 50.6441816, 5.5356663 50.6441897, 5.5361577 50.6442875)",N637,,,,,,
189,353402371,,False,,Rue Émile Vandervelde,secondary,50,115.458,"LINESTRING (5.5346622 50.6442877, 5.5345725 50.6442992, 5.5339582 50.6443745, 5.5331096 50.6446002)",N637,,,,,,
190,8280371,,False,,Rue des Hotteuses,residential,,193.305,"LINESTRING (5.5370547 50.6404723, 5.5372711 50.6410621, 5.5372744 50.6413086, 5.537298 50.6418191, 5.5373144 50.6421946)",,,,,,,
191,10558734,,False,,Rue de l'Espérance,residential,50,69.169,"LINESTRING (5.5370547 50.6404723, 5.5378289 50.640336, 5.5380041 50.6403184)",,,,,,,
192,219560250,,False,,Rue Ernest Solvay,tertiary,,5.119,"LINESTRING (5.5455297 50.6106303, 5.5455997 50.6106182)",,,,,,,
193,7274718,,True,1,Rampe du Pont d'Ougrée,trunk_link,50,25.101,"LINESTRING (5.5455297 50.6106303, 5.5454744 50.6105643, 5.5454469 50.6105346, 5.5453978 50.6104223)",,,,,,,
194,219560252,,False,,Rue Ernest Solvay,tertiary,,25.908,"LINESTRING (5.5455297 50.6106303, 5.5454141 50.6106504, 5.5451756 50.6106919)",,,,,,,
195,"[611979960, 611979939, 145472084]",yes,True,2,Pont d'Ougrée,trunk,50,56.208,"LINESTRING (5.5444318 50.6084325, 5.5442726 50.6082229, 5.5441964 50.6081264, 5.5440819 50.6079784)",N63,,,,,,
196,611979917,,True,2,Quai Vercour,secondary,,58.358,"LINESTRING (5.5434212 50.6084226, 5.5425986 50.6084766)",N617,,,,,,
197,611979928,,True,2,,trunk_link,50,10.397,"LINESTRING (5.5434212 50.6084226, 5.5434603 50.608386, 5.5435123 50.6083494)",,,,,,,
198,8441168,,True,2,,trunk_link,50,53.79600000000001,"LINESTRING (5.5435137 50.6088838, 5.5434362 50.608786, 5.5433971 50.6087181, 5.5433747 50.6086576, 5.5433663 50.6085875, 5.5433722 50.6085362, 5.5433867 50.6084849, 5.5434212 50.6084226)",,,,,,,
199,24798067,,True,2,,trunk_link,50,79.101,"LINESTRING (5.5435137 50.6088838, 5.5430227 50.6086382, 5.5427964 50.6085399, 5.5425986 50.6084766)",,,,,,,
200,28060294,,False,,,primary_link,50,15.247,"LINESTRING (5.6134082 50.6077048, 5.613607 50.6076511)",,,,,,,
201,37547247,,True,2,Boulevard de Beaufraipont,primary,50,54.474,"LINESTRING (5.6134082 50.6077048, 5.613324 50.6076002, 5.613157 50.607369, 5.6131722 50.6072513)",N30,,,,,,
202,89219917,,False,,,service,,17.607,"LINESTRING (5.6134082 50.6077048, 5.6132934 50.6076987, 5.6131695 50.6077316)",,,,,parking_aisle,,
203,3938180,,False,,Rue des Critchions,unclassified,,80.54,"LINESTRING (5.6131722 50.6072513, 5.6130243 50.6073119, 5.6121727 50.6076003)",,,,,,,
204,8450190,,True,2,Boulevard de Beaufraipont,primary,50,54.98999999999999,"LINESTRING (5.6131722 50.6072513, 5.6133254 50.6073227, 5.6134982 50.6075188, 5.6135165 50.6075404, 5.613607 50.6076511)",N30,,,,,,
205,"[28641051, 623816651]",,False,5,Boulevard de Beaufraipont,primary,50,36.892,"LINESTRING (5.6131722 50.6072513, 5.6130588 50.6070998, 5.6129559 50.6069493)",N30,,,,,,
206,28060298,,False,4,Boulevard de l'Ourthe,secondary,50,7.417,"LINESTRING (5.6121541 50.6056826, 5.6121134 50.6056211)",N30a,,,,,,
207,28060298,,False,4,Boulevard de l'Ourthe,secondary,50,41.256,"LINESTRING (5.6121541 50.6056826, 5.6123739 50.6060264)",N30a,,,,,,
208,32447056,,False,,Rue de la Digue,residential,,64.61,"LINESTRING (5.6121541 50.6056826, 5.6120123 50.6057141, 5.6114173 50.6058713, 5.6113108 50.6059075)",,,,,,,
209,32090726,,True,,,secondary_link,,29.202,"LINESTRING (5.5987483 50.5807055, 5.5985391 50.5806962, 5.5984661 50.5806427, 5.5984258 50.5805899)",N633,,,,,,
210,32090727,,True,,,secondary,70,164.579,"LINESTRING (5.5987483 50.5807055, 5.5983691 50.5809463, 5.5979616 50.5811331, 5.5973991 50.5813523, 5.5971067 50.5814394, 5.5968163 50.5815066)",N633,,,,,,
211,5559184,,True,1,,secondary,70,153.0,"LINESTRING (5.5968163 50.5815066, 5.5971084 50.5813796, 5.5973973 50.5812299, 5.5984258 50.5805899)",N633,,,,,,
212,32090793,,False,2,,secondary,90,764.491,"LINESTRING (5.5968163 50.5815066, 5.595484 50.581911, 5.5943156 50.5823211, 5.5937682 50.5825292, 5.5932419 50.5827492, 5.5928282 50.5829436, 5.5924361 50.5831455, 5.5919477 50.5834072, 5.5915013 50.5836843, 5.5906707 50.5842528, 5.5902192 50.5846654, 5.5897713 50.5850819, 5.5892207 50.5855803, 5.5890249 50.585806, 5.5889039 50.5859759)",N633,,,,,,
213,363392240,,False,3,Rue de Tilff,secondary,90,19.551,"LINESTRING (5.5897618 50.595467, 5.5898592 50.5956316)",N633,,,,,,
214,363392241,,False,3,Rue de Tilff,secondary,90,19.052,"LINESTRING (5.5897618 50.595467, 5.5896712 50.5953056)",N633,,,,,,
215,1033472418,,False,,,service,,38.158,"LINESTRING (5.5897618 50.595467, 5.5892528 50.5955826)",,,,,driveway,,
216,"[363392238, 185641679]",yes,True,1,,secondary_link,,16.606,"LINESTRING (5.5897618 50.595467, 5.5898378 50.5954237, 5.5898711 50.5954087, 5.5899532 50.5953819)",N609,,,,,,
217,353144529,,False,,Rue de Tilff,secondary,50,26.953,"LINESTRING (5.6002203 50.6009866, 5.6005794 50.6010691)",N633,,,,,,
218,182172916,,False,,Rue de Tilff,secondary,50,463.6829999999999,"LINESTRING (5.6002203 50.6009866, 5.5993271 50.6008327, 5.5980826 50.6007109, 5.5976163 50.6006952, 5.5971644 50.6007257, 5.5954094 50.600911, 5.5952043 50.6008906, 5.5949933 50.6008462, 5.594089 50.6003624, 5.5940339 50.600333)",N633,,,,,,
219,"[304194328, 28556817, 304194330]",,False,,Rue de Streupas,residential,,39.217,"LINESTRING (5.6052442 50.6041811, 5.6053484 50.6041511, 5.6054654 50.6041211, 5.605656 50.6040592, 5.6057379 50.6040217)",,,,,,,
220,353144531,,False,,Rue de Tilff,secondary,50,438.114,"LINESTRING (5.6052442 50.6041811, 5.6052672 50.6046425, 5.6052785 50.6051682, 5.6052576 50.6056327, 5.6049616 50.6063906, 5.6049006 50.6065659, 5.6048003 50.6068168, 5.6046842 50.6069904, 5.603983 50.6075796, 5.6036489 50.6078477)",N633,,,,,,
221,353144531,,False,,Rue de Tilff,secondary,50,222.189,"LINESTRING (5.6052442 50.6041811, 5.6051797 50.6039995, 5.6049892 50.603729, 5.6046129 50.6033453, 5.6037581 50.6025383, 5.6036799 50.6024616)",N633,,,,,,
222,35935828,,False,,Rue Pré du Cygne,residential,,77.753,"LINESTRING (5.6058462 50.6420854, 5.6054847 50.642746)",,,,,,,
223,8315921,,False,,Rue Winston Churchill,secondary,50,135.71,"LINESTRING (5.6058462 50.6420854, 5.6057573 50.6420711, 5.6054235 50.6420175, 5.6050177 50.6419221, 5.6045144 50.6417666, 5.6040755 50.6416203)",N642,,,,,,
224,8315921,,False,,Rue Winston Churchill,secondary,50,191.8,"LINESTRING (5.6058462 50.6420854, 5.6060394 50.6421247, 5.6075702 50.6425072, 5.6078927 50.6425386, 5.608438 50.6425468)",N642,,,,,,
225,8315921,,False,,Rue Winston Churchill,secondary,50,133.989,"LINESTRING (5.6004603 50.6402052, 5.6003489 50.6401395, 5.5989251 50.6394965)",N642,,,,,,
226,8315921,,False,,Rue Winston Churchill,secondary,50,300.199,"LINESTRING (5.6004603 50.6402052, 5.6005376 50.6402447, 5.6008242 50.6403693, 5.6020058 50.6409007, 5.6026812 50.6411619, 5.6032544 50.641343, 5.6033632 50.6413817, 5.6040755 50.6416203)",N642,,,,,,
227,8315921,,False,,Rue Winston Churchill,secondary,50,217.601,"LINESTRING (5.5989251 50.6394965, 5.5987923 50.6394422, 5.5986661 50.6394015, 5.5977043 50.6389591, 5.5970212 50.6386287, 5.5966555 50.6384406, 5.5965598 50.6383953, 5.5964409 50.6383388)",N642,,,,,,
228,8315921,,False,,Rue Winston Churchill,secondary,50,133.989,"LINESTRING (5.5989251 50.6394965, 5.6003489 50.6401395, 5.6004603 50.6402052)",N642,,,,,,
229,35935830,,True,,Rue des Frères Philipart,residential,,66.246,"LINESTRING (5.5989251 50.6394965, 5.5988512 50.6395457, 5.5982676 50.639922)",,,,,,,
230,313678661,,False,,Rue des Maraîchers,secondary,50,35.273,"LINESTRING (5.5962555 50.6382186, 5.5959355 50.6384624)",N642,,,,,,
231,42308360,,False,,Rue de Cornillon,secondary,50,197.983,"LINESTRING (5.5962555 50.6382186, 5.5954198 50.6375838, 5.5950579 50.637259, 5.5945188 50.6368208)",N642,,,,,,
232,145796487,,False,,Rue Winston Churchill,secondary,50,18.697,"LINESTRING (5.5962555 50.6382186, 5.596363 50.638289, 5.5964409 50.6383388)",N642,,,,,,
233,35734714,,False,,Thier de la Chartreuse,residential,,4.35,"LINESTRING (5.591749 50.6355086, 5.5917357 50.6354704)",,,,,,,
234,623556246,,False,3,Rue d'Amercœur,primary,50,10.157,"LINESTRING (5.591749 50.6355086, 5.5916054 50.6355156)",N3,,,,,,
235,623556247,,False,3,Rue de Robermont,primary,50,14.232,"LINESTRING (5.591749 50.6355086, 5.5919505 50.6355155)",N3,,,,,,
236,42308360,,False,,Rue de Cornillon,secondary,50,35.79,"LINESTRING (5.591749 50.6355086, 5.5918176 50.635598, 5.5919004 50.6356709, 5.5920129 50.6357059, 5.5920958 50.6356983)",N642,,,,,,
237,"[58601272, 623556243]",,False,"['3', '2']",Rue d'Amercœur,primary,50,142.767,"LINESTRING (5.5894518 50.6373307, 5.5895901 50.6372693, 5.5896907 50.6372011, 5.5897918 50.6371018, 5.5898527 50.6370107, 5.5900103 50.6367445, 5.5902658 50.6363047, 5.5903257 50.636198)",N3,,,,,,
238,"[623556240, 58641640]",,False,"['3', '2']",Rue d'Amercœur,primary,50,87.633,"LINESTRING (5.5894518 50.6373307, 5.589238 50.6374016, 5.5886222 50.6375665, 5.5883156 50.6376488)",N3,,,,,,
239,"[368855368, 368855369, 28659844, 156513113]",yes,False,5,Pont de Bressoux,tertiary,,103.097,"LINESTRING (5.5917885 50.6419062, 5.5916533 50.6419586, 5.5915767 50.6419897, 5.591406 50.6420556, 5.5911103 50.6421697, 5.5907248 50.6423185, 5.5906874 50.6423324, 5.5906018 50.6423664, 5.5905437 50.6423923)",,,,,,,
240,"[31723224, 314964496]",,True,"['1', '2']",Quai du Roi Albert,"['primary', 'residential']",50,237.495,"LINESTRING (5.5917885 50.6419062, 5.5919526 50.6420558, 5.5927692 50.6429218, 5.5928883 50.6430462, 5.5929409 50.6431423, 5.5935015 50.6437422)",N90,,,,,,
241,150887063,,True,,Rue de Porto,residential,30,66.34400000000001,"LINESTRING (5.5917885 50.6419062, 5.5921218 50.6419841, 5.5925123 50.6421429, 5.5926133 50.642186)",,,,,,,
242,"[368855381, 315544319]",,False,3,Rue du Marché,residential,,67.181,"LINESTRING (5.5917885 50.6419062, 5.5919077 50.6418568, 5.5920179 50.6418045, 5.5921139 50.6417628, 5.5924509 50.6414821)",,,,,,,
243,105842928,,True,,Place Ferrer,residential,30,58.308,"LINESTRING (5.5526668 50.6104171, 5.5533825 50.6106792)",,,,,,,
244,219559937,,False,,Rue du centre,residential,,14.585,"LINESTRING (5.5526668 50.6104171, 5.5525674 50.6105321)",,,,,,,
245,219559937,,False,,Rue du centre,residential,,170.951,"LINESTRING (5.5524544 50.6106494, 5.5512351 50.6119779)",,,,,,,
246,219559937,,False,,Rue du centre,residential,,15.287,"LINESTRING (5.5524544 50.6106494, 5.5525674 50.6105321)",,,,,,,
247,8435111,,False,,Rue de l'Avouerie,residential,,63.654,"LINESTRING (5.5512351 50.6119779, 5.5510611 50.6114162)",,,,,,,
248,219559937,,False,,Rue du centre,residential,,170.951,"LINESTRING (5.5512351 50.6119779, 5.5524544 50.6106494)",,,,,,,
249,105842938,,False,,,residential,,13.743,"LINESTRING (5.5512351 50.6119779, 5.5512659 50.6120651, 5.5512777 50.6120985)",,,,,,,
250,219559937,,False,,Rue du centre,residential,,15.287,"LINESTRING (5.5525674 50.6105321, 5.5524544 50.6106494)",,,,,,,
251,219559937,,False,,Rue du centre,residential,,14.585,"LINESTRING (5.5525674 50.6105321, 5.5526668 50.6104171)",,,,,,,
252,8441165,,True,,Rue de l'Avenir,residential,,165.807,"LINESTRING (5.5525674 50.6105321, 5.5507879 50.609881, 5.5507085 50.6098307, 5.5505651 50.6097581)",,,,,,,
253,27435023,,True,,Route du Condroz,secondary,,16.147,"LINESTRING (5.5710634 50.5910971, 5.5709513 50.5910828, 5.5708526 50.5910461)",,,roundabout,,,,
254,28216616,,True,2,Rue de la Station,primary,50,60.676,"LINESTRING (5.6142129 50.6096026, 5.6142637 50.609812, 5.6142642 50.6101458)",N30,,,,,,
255,37548434,,False,4,Rue de la Station,primary,50,58.494,"LINESTRING (5.6142129 50.6096026, 5.6142098 50.6094456, 5.6142069 50.6093205, 5.6142123 50.6090766)",N30,,,,,,
256,"[623813496, 27919785]",,False,2,Quai Henri Borguet,tertiary,50,123.307,"LINESTRING (5.6142129 50.6096026, 5.6144063 50.6095669, 5.6144586 50.6095565, 5.6148764 50.6094731, 5.6153799 50.6093499, 5.6155926 50.6092998, 5.6158722 50.6092595)",N61A,,,,,,
257,28525347,,True,2,Quai des Ardennes,primary,50,25.428,"LINESTRING (5.6140774 50.611691, 5.6140654 50.6117574, 5.6140589 50.611802, 5.6140237 50.6119169)",N30,,,,,,
258,30099226,,True,,,primary_link,50,23.435,"LINESTRING (5.6140774 50.611691, 5.6141619 50.6117182, 5.6142104 50.6117337, 5.6143875 50.6117631)",,,,,,,
