,osmid,oneway,lanes,ref,name,highway,maxspeed,length,bridge,junction,geometry,access,service,tunnel,width
13982,22702389,True,2,,Rue du Pont des Ardennes,primary,50,6.679,,,"LINESTRING (4.8740954 50.4635175, 4.8740638 50.4635741)",,,,
13983,"[361416563, 708424237, 625955614]",False,,,,"['cycleway', 'path']",,212.807,yes,,"LINESTRING (4.8740954 50.4635175, 4.8741568 50.4635123, 4.8757931 50.4619786, 4.8758111 50.4619617)",,,,
13984,268420972,False,,,,cycleway,30,15.719,,,"LINESTRING (4.8796602 50.4637535, 4.8794501 50.4637993)",,,,
13985,"[268420967, 628103499, 268420972, 737521072, 424942967]",False,,,,cycleway,30,547.134,yes,,"LINESTRING (4.8796602 50.4637535, 4.879727 50.4637278, 4.8799414 50.4634015, 4.8800571 50.463126, 4.8801098 50.4631381, 4.8799398 50.4634868, 4.8797355 50.4638235, 4.8796508 50.463947, 4.8786475 50.4653714, 4.8785797 50.465468, 4.8783869 50.465692, 4.878347 50.465675, 4.8784038 50.4655931, 4.8784373 50.465512, 4.8784486 50.4654147, 4.8784142 50.4653193, 4.8783569 50.4652263, 4.8782669 50.4651691, 4.8779436 50.4650083, 4.8778731 50.4650316, 4.8776521 50.4648756, 4.877328 50.4647298, 4.8773687 50.4646773)",,,,
13986,731520081,False,,,,path,,95.79299999999999,,,"LINESTRING (4.8796602 50.4637535, 4.8797497 50.4635983, 4.8799416 50.4632302, 4.880052 50.4630078, 4.8799463 50.4629745)",,,,
13987,708424241,False,,,,path,,112.065,,,"LINESTRING (4.9035455 50.4638859, 4.9036102 50.4642698, 4.9037328 50.4648866)",,,,
13988,853335088,True,2,N90,Chaussée de Liège,primary,70,227.187,,,"LINESTRING (4.9035455 50.4638859, 4.902406 50.4639337, 4.9013551 50.4639806, 4.900612 50.4640307, 4.9003474 50.4640531)",,,,
13989,54567259,False,,,Quai Brumagne,cycleway,,266.236,,,"LINESTRING (4.9037328 50.4648866, 4.904293 50.4648297, 4.9050697 50.464672, 4.9064436 50.4643912, 4.907353 50.4642506)",,,,
13990,54567259,False,,,Quai Brumagne,cycleway,,190.555,,,"LINESTRING (4.9037328 50.4648866, 4.9030342 50.4649575, 4.9013638 50.4650356, 4.9011174 50.4651552)",,,,
13991,708424241,False,,,,path,,112.065,,,"LINESTRING (4.9037328 50.4648866, 4.9036102 50.4642698, 4.9035455 50.4638859)",,,,
13992,358614750,False,,,,service,,140.56,,,"LINESTRING (4.9217198 50.4653131, 4.9223286 50.4656138, 4.9228738 50.4658411, 4.923338 50.4660445)",,,,
13993,708823502,False,,,Quai Brumagne,cycleway,30,153.093,,,"LINESTRING (4.9217198 50.4653131, 4.9219409 50.4653647, 4.9221521 50.4654251, 4.9224987 50.4655248, 4.9227455 50.4656111, 4.9229596 50.4657003, 4.9231869 50.4657926, 4.9234012 50.4658998, 4.923338 50.4660445)",,,,3
13994,"[907536922, 708823502]",False,,,Quai Brumagne,cycleway,30,677.422,,,"LINESTRING (4.9217198 50.4653131, 4.9216087 50.4652853, 4.9194124 50.4647502, 4.9185295 50.46455, 4.9171645 50.4642829, 4.9159846 50.4640941, 4.9142327 50.4639524, 4.9132676 50.4638743, 4.9124893 50.4638573)",,,,"['3', '6']"
13995,709879888,False,,,,path,,68.30799999999999,,,"LINESTRING (4.8687188 50.4710217, 4.8686769 50.4710055, 4.8686509 50.4709824, 4.8686405 50.4709475, 4.8686506 50.4709206, 4.8686692 50.4708945, 4.8686826 50.4708714, 4.8686864 50.4708036, 4.8686635 50.4707606, 4.8685882 50.4706898, 4.8685272 50.4704535)",,,,
13996,709879887,False,,,,path,,29.129,,,"LINESTRING (4.8685272 50.4704535, 4.8685451 50.470369, 4.8685595 50.4702811, 4.8685235 50.4701958)",,,,
13997,709879888,False,,,,path,,21.493,,,"LINESTRING (4.8685272 50.4704535, 4.8684249 50.4703564, 4.86832 50.4703193)",,,,
13998,709879888,False,,,,path,,68.30799999999999,,,"LINESTRING (4.8685272 50.4704535, 4.8685882 50.4706898, 4.8686635 50.4707606, 4.8686864 50.4708036, 4.8686826 50.4708714, 4.8686692 50.4708945, 4.8686506 50.4709206, 4.8686405 50.4709475, 4.8686509 50.4709824, 4.8686769 50.4710055, 4.8687188 50.4710217)",,,,
13999,715024353,True,,,,primary,50,8.559999999999999,,roundabout,"LINESTRING (4.845081 50.4631977, 4.8450509 50.4631991, 4.8450217 50.4631941, 4.8449967 50.4631832, 4.8449788 50.4631677)",,,,
14000,715024354,False,2,N90,Chaussée de Charleroi,primary,50,17.48,,,"LINESTRING (4.845081 50.4631977, 4.8452388 50.4632396, 4.8452673 50.4632492, 4.8453072 50.4632606)",,,,
14001,724759349,True,,,,primary,50,4.136,,roundabout,"LINESTRING (4.8451446 50.4631232, 4.8451496 50.4631415, 4.8451451 50.4631599)",,,,
14002,1011201663,True,,,Chaussée de Charleroi,primary,,9.023,,,"LINESTRING (4.8449788 50.4631677, 4.8448595 50.4631391)",,,,
14003,715024353,True,,,,primary,50,6.350999999999999,,roundabout,"LINESTRING (4.8449788 50.4631677, 4.84497 50.4631492, 4.8449712 50.46313, 4.8449818 50.4631127)",,,,
14004,715717827,False,,,,path,,43.088,,,"LINESTRING (4.8844946 50.4624885, 4.883906 50.4623897)",,,,
14005,715717825,False,,,,path,,58.278,,,"LINESTRING (4.8844946 50.4624885, 4.8844165 50.4625595, 4.8843703 50.4626568, 4.8842968 50.4626578, 4.8842377 50.4627707, 4.8840719 50.4627477, 4.8840517 50.4628083)",,,,
14006,715717827,False,,,,path,,36.543,,,"LINESTRING (4.8844946 50.4624885, 4.8845953 50.4625054, 4.8847414 50.4622601)",,,,
14007,715717826,False,,,,path,,24.098,,,"LINESTRING (4.8842995 50.4629569, 4.8840517 50.4628083)",,,,
14008,715717830,False,,,,service,,23.53,,,"LINESTRING (4.8842995 50.4629569, 4.8843473 50.4628615, 4.8843199 50.4627514)",,,,
14009,715717830,False,,,,service,,48.136,,,"LINESTRING (4.8842995 50.4629569, 4.8842334 50.4630892, 4.883994 50.4633407)",,,,
14010,715717826,False,,,,path,,24.098,,,"LINESTRING (4.8840517 50.4628083, 4.8842995 50.4629569)",,,,
14011,715717826,False,,,,path,,38.471,,,"LINESTRING (4.8840517 50.4628083, 4.8835276 50.4627167)",,,,
14012,715717825,False,,,,path,,58.278,,,"LINESTRING (4.8840517 50.4628083, 4.8840719 50.4627477, 4.8842377 50.4627707, 4.8842968 50.4626578, 4.8843703 50.4626568, 4.8844165 50.4625595, 4.8844946 50.4624885)",,,,
14013,715717826,False,,,,path,,38.471,,,"LINESTRING (4.8835276 50.4627167, 4.8840517 50.4628083)",,,,
14014,715717835,False,,,Rue Jean de Dampierre,pedestrian,,10.439,,,"LINESTRING (4.8835276 50.4627167, 4.8835834 50.4626298)",,,,
14015,715717835,False,,,Rue Jean de Dampierre,pedestrian,,63.773,,,"LINESTRING (4.8835276 50.4627167, 4.8833437 50.4630029, 4.8832514 50.4632606)",,,,
14016,216213307,False,,,Rue de la Chapelle d'Enhaive,unclassified,,44.191,,,"LINESTRING (4.8847414 50.4622601, 4.8843112 50.4619721)",,,,
14017,"[216213307, 264252501]",False,,,Rue de la Chapelle d'Enhaive,"['service', 'unclassified']",,142.587,,,"LINESTRING (4.8847414 50.4622601, 4.8855633 50.4628103, 4.8856251 50.462856, 4.885661 50.4629292, 4.8857642 50.4630177, 4.8860392 50.4632309)",,,,
14018,715717827,False,,,,path,,36.543,,,"LINESTRING (4.8847414 50.4622601, 4.8845953 50.4625054, 4.8844946 50.4624885)",,,,
14019,715717827,False,,,,path,,19.066,,,"LINESTRING (4.8836385 50.4623696, 4.883906 50.4623897)",,,,
14020,715717835,False,,,Rue Jean de Dampierre,pedestrian,,29.33,,,"LINESTRING (4.8836385 50.4623696, 4.8836032 50.462599, 4.8835834 50.4626298)",,,,
14021,715717835,False,,,Rue Jean de Dampierre,pedestrian,,52.825,,,"LINESTRING (4.8836385 50.4623696, 4.883658 50.4622429, 4.8836955 50.4619895, 4.8837546 50.4619042)",,,,
14022,715717827,False,,,,path,,43.088,,,"LINESTRING (4.883906 50.4623897, 4.8844946 50.4624885)",,,,
14023,715717827,False,,,,path,,19.066,,,"LINESTRING (4.883906 50.4623897, 4.8836385 50.4623696)",,,,
14024,715717828,False,,,,path,,57.964,,,"LINESTRING (4.883906 50.4623897, 4.8839421 50.4621906, 4.8843112 50.4619721)",,,,
14025,216213307,False,,,Rue de la Chapelle d'Enhaive,unclassified,,23.652,,,"LINESTRING (4.8843112 50.4619721, 4.8840912 50.461812)",,,,
14026,216213307,False,,,Rue de la Chapelle d'Enhaive,unclassified,,44.191,,,"LINESTRING (4.8843112 50.4619721, 4.8847414 50.4622601)",,,,
14027,715717828,False,,,,path,,57.964,,,"LINESTRING (4.8843112 50.4619721, 4.8839421 50.4621906, 4.883906 50.4623897)",,,,
14028,216213307,False,,,Rue de la Chapelle d'Enhaive,unclassified,,12.777,,,"LINESTRING (4.8840912 50.461812, 4.8839677 50.4617282)",,,,
14029,216213307,False,,,Rue de la Chapelle d'Enhaive,unclassified,,23.652,,,"LINESTRING (4.8840912 50.461812, 4.8843112 50.4619721)",,,,
14030,715717829,False,,,,path,,25.939,,,"LINESTRING (4.8840912 50.461812, 4.8837546 50.4619042)",,,,
14031,715717829,False,,,,path,,25.939,,,"LINESTRING (4.8837546 50.4619042, 4.8840912 50.461812)",,,,
14032,715717835,False,,,Rue Jean de Dampierre,pedestrian,,52.825,,,"LINESTRING (4.8837546 50.4619042, 4.8836955 50.4619895, 4.883658 50.4622429, 4.8836385 50.4623696)",,,,
14033,715717835,False,,,Rue Jean de Dampierre,pedestrian,,16.665,,,"LINESTRING (4.8837546 50.4619042, 4.8837725 50.4617993, 4.88378 50.4617552)",,,,
14034,715717830,False,,,,service,,23.53,,,"LINESTRING (4.8843199 50.4627514, 4.8843473 50.4628615, 4.8842995 50.4629569)",,,,
14035,43942570,True,2,N4,Avenue Prince de Liège,primary,70,37.632,,,"LINESTRING (4.8840492 50.4635168, 4.8845753 50.4635656)",,,,
14036,715717831,True,,,,service,,19.967,,,"LINESTRING (4.883994 50.4633407, 4.8840492 50.4635168)",,,,
14037,715717830,False,,,,service,,48.136,,,"LINESTRING (4.883994 50.4633407, 4.8842334 50.4630892, 4.8842995 50.4629569)",,,,
14038,715717835,False,,,Rue Jean de Dampierre,pedestrian,,18.271,,,"LINESTRING (4.8832514 50.4632606, 4.883194 50.4634208)",,,,
14039,715717831,True,,,,service,,53.58499999999999,,,"LINESTRING (4.8832514 50.4632606, 4.8837359 50.4632893, 4.883994 50.4633407)",,,,
14040,715717835,False,,,Rue Jean de Dampierre,pedestrian,,63.773,,,"LINESTRING (4.8832514 50.4632606, 4.8833437 50.4630029, 4.8835276 50.4627167)",,,,
14041,8425402,False,,,Rue d'Enhaive,residential,,13.622,,,"LINESTRING (4.88378 50.4617552, 4.8839677 50.4617282)",,,,
14042,8425402,False,,,Rue d'Enhaive,residential,,101.751,,,"LINESTRING (4.88378 50.4617552, 4.8834829 50.461798, 4.8827387 50.4618671, 4.8823601 50.4618929)",,,,
14043,715717835,False,,,Rue Jean de Dampierre,pedestrian,,16.665,,,"LINESTRING (4.88378 50.4617552, 4.8837725 50.4617993, 4.8837546 50.4619042)",,,,
14044,"[28350604, 914865236]",False,,,Rue de Sedent,living_street,,188.625,,,"LINESTRING (4.8742852 50.443801, 4.8744758 50.444384, 4.8750088 50.4452639, 4.8750548 50.4454189)",,,,
14045,28350604,False,,,Rue de Sedent,living_street,,55.678,,,"LINESTRING (4.8742852 50.443801, 4.8742065 50.4435977, 4.8741011 50.4433142)",,,,
14046,"[100071001, 715717838]",False,,,,"['service', 'path']",,66.044,,,"LINESTRING (4.8742852 50.443801, 4.874156 50.4438099, 4.8740963 50.4439168, 4.873895 50.4439082, 4.8736535 50.4441292)",,,,
14047,28350600,False,,,Rue Major Mascaux,residential,,11.491,,,"LINESTRING (4.8682882 50.4444991, 4.8682396 50.4444005)",,,,
14048,28350600,False,,,Rue Major Mascaux,residential,,456.163,,,"LINESTRING (4.8682882 50.4444991, 4.8685025 50.4449344, 4.8686118 50.4450867, 4.8687423 50.4451926, 4.869219 50.4455203, 4.8698264 50.4460121, 4.8703099 50.4465761, 4.8713832 50.4479495, 4.8714538 50.4480333)",,,,
14049,715717839,False,,,,path,,180.77,,,"LINESTRING (4.8682882 50.4444991, 4.8689291 50.4443765, 4.8700581 50.4441763, 4.8707464 50.4440611)",,,,
14050,715717840,False,,,Rue Hannah Arendt,residential,,21.538,,,"LINESTRING (4.8707464 50.4440611, 4.8706626 50.4438749)",,,,
14051,715717839,False,,,,path,,180.77,,,"LINESTRING (4.8707464 50.4440611, 4.8700581 50.4441763, 4.8689291 50.4443765, 4.8682882 50.4444991)",,,,
14052,715717840,False,,,Rue Hannah Arendt,residential,,104.434,,,"LINESTRING (4.8707464 50.4440611, 4.8709182 50.4443508, 4.8709578 50.4444861, 4.8717152 50.4443896)",,,,
14053,28350602,False,,,Comognes de Jambes,residential,30,51.877,,,"LINESTRING (4.8717152 50.4443896, 4.8717334 50.444856)",,,,
14054,"[28350602, 475659868]",False,,,Comognes de Jambes,"['residential', 'living_street']",30,266.202,,,"LINESTRING (4.8717152 50.4443896, 4.871662 50.4433492, 4.8716166 50.4423896, 4.8715447 50.4422825, 4.8713741 50.4420282)",,,,
14055,715717840,False,,,Rue Hannah Arendt,residential,,104.434,,,"LINESTRING (4.8717152 50.4443896, 4.8709578 50.4444861, 4.8709182 50.4443508, 4.8707464 50.4440611)",,,,
14056,51340541,False,,,Rue Joseph Wauters,residential,,10.142,,,"LINESTRING (4.8698707 50.4505406, 4.8699318 50.4506231)",,,,
14057,51340541,False,,,Rue Joseph Wauters,residential,,44.737,,,"LINESTRING (4.8698707 50.4505406, 4.8696012 50.4501767)",,,,
14058,715717841,False,,,,path,,245.634,,,"LINESTRING (4.8698707 50.4505406, 4.8705986 50.4503263, 4.8706887 50.4503066, 4.8707337 50.450381, 4.8707844 50.4504554, 4.8708632 50.450467, 4.8710406 50.4505342, 4.8711602 50.4505145, 4.8713601 50.4504571, 4.8715458 50.4505091, 4.8717992 50.4506059, 4.8720047 50.4507565, 4.8720891 50.4509052, 4.8722496 50.4511042, 4.8723256 50.4512745)",,,,
14059,715717841,False,,,,path,,245.634,,,"LINESTRING (4.8723256 50.4512745, 4.8722496 50.4511042, 4.8720891 50.4509052, 4.8720047 50.4507565, 4.8717992 50.4506059, 4.8715458 50.4505091, 4.8713601 50.4504571, 4.8711602 50.4505145, 4.8710406 50.4505342, 4.8708632 50.450467, 4.8707844 50.4504554, 4.8707337 50.450381, 4.8706887 50.4503066, 4.8705986 50.4503263, 4.8698707 50.4505406)",,,,
14060,715717842,False,,,,path,,49.441,,,"LINESTRING (4.8723256 50.4512745, 4.8725353 50.4515254, 4.8726521 50.4516276, 4.8726795 50.4516568)",,,,
14061,715717842,False,,,,path,,141.383,,,"LINESTRING (4.8723256 50.4512745, 4.8720779 50.4513381, 4.8712165 50.4516303, 4.8706774 50.4518601, 4.8705832 50.4518897)",,,,
14062,210758470,False,,,Rue Lieutenant Colonel Maniette,unclassified,,30.57,,,"LINESTRING (4.7505535 50.483192, 4.7508539 50.4833896)",,,,
14063,210758470,False,,,Rue Lieutenant Colonel Maniette,unclassified,,29.185,,,"LINESTRING (4.7505535 50.483192, 4.7502681 50.4830025)",,,,
14064,721524502,True,,,Place Jacques Madelin,residential,,36.828,,,"LINESTRING (4.7501973 50.4834335, 4.7505535 50.483192)",,,,
14065,30426513,False,,,Rue Visart de Bocarmé,residential,,277.39,,,"LINESTRING (4.7501973 50.4834335, 4.7500545 50.4834726, 4.749981 50.4835002, 4.7499012 50.4835302, 4.7496968 50.4836116, 4.7485406 50.484665, 4.7480281 50.4854436)",,,,
14066,97207451,False,,,,track,,13.499,,,"LINESTRING (4.8674701 50.4870592, 4.8676163 50.4869812)",,,,
14067,97207451,False,,,,track,,570.397,,,"LINESTRING (4.8674701 50.4870592, 4.8673862 50.4871542, 4.8667609 50.4888387, 4.8667002 50.4890797, 4.8665577 50.4892801, 4.8652948 50.4897474, 4.8627824 50.490698, 4.8627326 50.4907164)",,,,
14068,722508366,False,,,,track,,117.11,,,"LINESTRING (4.8674701 50.4870592, 4.8675656 50.4873406, 4.8677507 50.4876068, 4.8679143 50.4877655, 4.8680752 50.4878764, 4.8682527 50.4879476)",,,,
14069,722508366,False,,,,track,,84.588,,,"LINESTRING (4.8674701 50.4870592, 4.8674422 50.4869515, 4.8674744 50.4865555, 4.8675705 50.4863079)",,,,
14070,636250656,False,,,Rue du Rond Chêne,tertiary,,74.938,,,"LINESTRING (4.8675705 50.4863079, 4.8676163 50.4869812)",,,,
14071,"[636250656, 1021278622]",False,,,Rue du Rond Chêne,tertiary,,434.194,,,"LINESTRING (4.8675705 50.4863079, 4.8675941 50.4854646, 4.8674608 50.4831904, 4.8673009 50.4828961, 4.8670798 50.4826527, 4.8668815 50.4825066)",,,,
14072,722508366,False,,,,track,,84.588,,,"LINESTRING (4.8675705 50.4863079, 4.8674744 50.4865555, 4.8674422 50.4869515, 4.8674701 50.4870592)",,,,
14073,722515048,False,,,,track,,7.017,,,"LINESTRING (4.8750463 50.4874259, 4.8749551 50.4874507)",,,,
14074,722515048,False,,,,track,,7.017,,,"LINESTRING (4.8749551 50.4874507, 4.8750463 50.4874259)",,,,
14075,"[835056520, 835056521, 835056522]",False,2,,Rue Frères Biéva,tertiary,,16.594,yes,,"LINESTRING (4.8749551 50.4874507, 4.8749779 50.4874122, 4.8750091 50.487372, 4.8750664 50.4873203)",,,,
14076,"[29401321, 835056522, 835056523]",False,,,Rue Frères Biéva,tertiary,,1070.099,yes,,"LINESTRING (4.8749551 50.4874507, 4.8749267 50.487516, 4.8748988 50.487629, 4.8749197 50.4877456, 4.8749779 50.4878687, 4.8750557 50.4880334, 4.8752046 50.4883286, 4.8754996 50.488914, 4.8758 50.4895266, 4.8759878 50.4898559, 4.8761425 50.4900616, 4.8763991 50.4903758, 4.8766195 50.4905934, 4.8803932 50.494449, 4.8804166 50.4944732, 4.881337 50.4954231, 4.8818302 50.4957583, 4.8819756 50.4958355)",,,,
14077,726551449,True,,,Rue du Pont,tertiary,,14.065,,,"LINESTRING (4.8679061 50.4614609, 4.867897 50.4614883, 4.8678852 50.4615865)",,,,
14078,726551450,True,2,,,primary,50,12.44,,roundabout,"LINESTRING (4.8679061 50.4614609, 4.8678475 50.461461, 4.8677906 50.4614522, 4.8677387 50.4614349)",,,,
14079,984822350,True,2,,,primary,50,5.183,,roundabout,"LINESTRING (4.8679766 50.4614483, 4.8679061 50.4614609)",,,,
14080,933844140,True,2,,,primary,50,14.337,,roundabout,"LINESTRING (4.8681117 50.461357, 4.8680525 50.4614186, 4.8679766 50.4614483)",,,,
14081,984821724,True,,N92,Avenue Baron Louis Huart,primary,50,44.161,,,"LINESTRING (4.8681117 50.461357, 4.8681852 50.4613994, 4.8683179 50.4614903, 4.8684628 50.4615424, 4.8686162 50.4615781)",,,,
14082,984821728,True,,N92,Avenue Baron Louis Huart,primary,50,26.655,,,"LINESTRING (4.8679584 50.4611625, 4.8680645 50.4611343, 4.8681778 50.4611125, 4.8683193 50.4610984)",,,,
14083,984822349,True,2,,,primary,50,15.248,,roundabout,"LINESTRING (4.8679584 50.4611625, 4.8680301 50.4611884, 4.8681095 50.4612563)",,,,
14084,138477097,True,,,Rue Notre-Dame,residential,30,166.292,,,"LINESTRING (4.8677011 50.4611978, 4.8677058 50.461139, 4.867681 50.461067, 4.867668 50.4610266, 4.8675905 50.4608649, 4.867505 50.4607448, 4.8664029 50.4600034)",,,,
14085,726551450,True,2,,,primary,50,19.476,,roundabout,"LINESTRING (4.8677011 50.4611978, 4.8677959 50.461162, 4.8678772 50.4611533, 4.8679584 50.4611625)",,,,
14086,"[623792227, 34078460]",True,1,N967,"['Place Kegeljan', ""Rue Bord de l'Eau""]",secondary,50,93.45700000000001,,,"LINESTRING (4.8677387 50.4614349, 4.8676351 50.4614519, 4.8675346 50.4614522, 4.8674597 50.4614668, 4.8673273 50.4614944, 4.8672733 50.4615027, 4.8671125 50.4615182, 4.8669449 50.4615242, 4.8668003 50.4615156, 4.8666111 50.4615001, 4.8664963 50.4614795, 4.8664567 50.4614563)",,,,
14087,726551450,True,2,,,primary,50,17.616,,roundabout,"LINESTRING (4.8677387 50.4614349, 4.8676794 50.461398, 4.8676431 50.4613505, 4.8676341 50.461298)",,,,
14088,284991007,True,2,N4,Place Léopold,primary,50,50.80799999999999,,,"LINESTRING (4.8687492 50.4689118, 4.8685478 50.4689193, 4.8683973 50.4689415, 4.8682758 50.4689639, 4.868181 50.4690164, 4.8681146 50.4690718)",,,,
14089,861183217,True,,,Place Léopold,tertiary,,15.678,,,"LINESTRING (4.8687492 50.4689118, 4.8686687 50.4688831, 4.8685983 50.4688141)",,,,
14090,28134199,True,3,N4,Rue du Pont de Louvain,primary,50,103.615,yes,,"LINESTRING (4.8681146 50.4690718, 4.8679786 50.4699996)",,,,
14091,730995868,True,,,Rue des Phlox,unclassified,,10.307,,,"LINESTRING (4.9232117 50.4278817, 4.9232589 50.4279098, 4.9232966 50.4279554)",,,,
14092,26769257,True,,,Rue des Phlox,unclassified,,28.998,,,"LINESTRING (4.9232966 50.4279554, 4.9232325 50.4279326, 4.9231194 50.4278695, 4.9230167 50.4278227, 4.9229688 50.4278004)",,,,
14093,730995869,False,,,Rue des Phlox,unclassified,,154.129,,,"LINESTRING (4.9232966 50.4279554, 4.9240385 50.4284004, 4.9248917 50.4288981)",,,,
14094,26960856,True,,,,unclassified,,8.936,,roundabout,"LINESTRING (4.9229688 50.4278004, 4.9229271 50.427804, 4.9228856 50.4277998, 4.9228477 50.4277882)",,,,
14095,730995867,True,,,,unclassified,,28.239,,,"LINESTRING (4.9232353 50.4276354, 4.9232042 50.4276996, 4.9231787 50.4277573, 4.9231806 50.4277993, 4.9231995 50.4278419, 4.9232117 50.4278817)",,,,
14096,730995875,True,,,Rue des Pieds d'Alouette,unclassified,,17.528,,,"LINESTRING (4.9232353 50.4276354, 4.9231299 50.4277049, 4.9230617 50.4277477)",,,,
14097,26960854,False,,,Rue des Morgelines,unclassified,,6.782,,,"LINESTRING (4.9237383 50.4248419, 4.9236509 50.424817)",,,,
14098,26960854,False,,,Rue des Morgelines,unclassified,,28.988,,,"LINESTRING (4.9237383 50.4248419, 4.9241118 50.4249484)",,,,
14099,26960854,False,,,Rue des Morgelines,unclassified,,28.988,,,"LINESTRING (4.9241118 50.4249484, 4.9237383 50.4248419)",,,,
14100,730995880,True,,,,service,,58.44499999999999,,,"LINESTRING (4.9241118 50.4249484, 4.9240204 50.4250708, 4.9236547 50.4249651, 4.9237383 50.4248419)",customers,parking_aisle,,
14101,26960854,False,,,Rue des Morgelines,unclassified,,111.453,,,"LINESTRING (4.9241118 50.4249484, 4.9255478 50.4253579)",,,,
14102,33848579,False,,,Rue Champêtre,residential,30,108.913,,,"LINESTRING (4.8710547 50.4598832, 4.8716024 50.4595699, 4.8721958 50.4592262)",,,,
14103,33848585,False,,,Rue Mazy,residential,30,83.998,,,"LINESTRING (4.8710547 50.4598832, 4.8709616 50.4598053, 4.8708384 50.4596513, 4.8707238 50.4593928, 4.8706003 50.4591915)",,,,
14104,821351080,False,,,,path,,66.779,,,"LINESTRING (4.8710547 50.4598832, 4.8709861 50.4598703, 4.8704163 50.4602485, 4.8703846 50.460272)",,,,
14105,"[618536348, 915002339, 995794828, 915002340]",False,,,L'Enjambée,pedestrian,,191.77,yes,,"LINESTRING (4.8710547 50.4598832, 4.8710275 50.4598999, 4.8710072 50.4599159, 4.8704522 50.4602976, 4.8701635 50.4604959, 4.8698125 50.460753, 4.8693719 50.4610679, 4.869236 50.4611611)",,,,
14106,33848580,False,,,Rue Verte,residential,30,67.712,,,"LINESTRING (4.8707575 50.4591045, 4.8714794 50.458705)",,,,
14107,33848580,False,,,Rue Verte,residential,30,14.745,,,"LINESTRING (4.8707575 50.4591045, 4.8706003 50.4591915)",,,,
14108,30000692,False,,,Rue de l'Institut,tertiary,30,45.489,,,"LINESTRING (4.8887831 50.4716202, 4.8881962 50.471787)",,,,
14109,1006611401,False,,,,path,,11.877,,,"LINESTRING (4.8887831 50.4716202, 4.888852 50.4717176)",,,,
14110,"[30000692, 551261334]",False,,,Rue de l'Institut,tertiary,30,17.229,,,"LINESTRING (4.8887831 50.4716202, 4.8888765 50.4715937, 4.8890058 50.4715576)",,,,
14111,298273395,False,,,Rue Fontaine des Prés,residential,,3.386,,,"LINESTRING (4.8370117 50.4592707, 4.8369742 50.4592896)",,,,
14112,896314388,True,,N90,Chaussée de Charleroi,primary,50,231.852,,,"LINESTRING (4.8370117 50.4592707, 4.8375066 50.4597072, 4.8389507 50.4609511)",,,,
14113,329802109,False,,,,track,,43.531,,,"LINESTRING (4.7858766 50.4352686, 4.7859282 50.4348785)",,,,
14114,139395113,False,,,Chemin des Deux Pays,track,,43.27500000000001,,,"LINESTRING (4.7858766 50.4352686, 4.7858649 50.435248, 4.7857848 50.4349566, 4.7857958 50.4348855)",,,,
14115,139395113,False,,,Chemin des Deux Pays,track,,87.678,,,"LINESTRING (4.7858766 50.4352686, 4.7859641 50.4354226, 4.7864281 50.435973)",,,,
14116,748832835,False,,,Clos des Lys Sauvages,track,,89.134,,,"LINESTRING (4.8415283 50.4446857, 4.8425574 50.4451473)",,,,
14117,609026291,False,,,Allée des Piverts,track,,67.055,,,"LINESTRING (4.8425574 50.4451473, 4.8423528 50.4457361)",,,,
14118,748832835,False,,,Clos des Lys Sauvages,track,,89.134,,,"LINESTRING (4.8425574 50.4451473, 4.8415283 50.4446857)",,,,
14119,609026291,False,,,Allée des Piverts,track,,109.871,,,"LINESTRING (4.8425574 50.4451473, 4.8426184 50.4450145, 4.8432273 50.4442584)",,,,
14120,748832842,False,,,,service,,16.434,,,"LINESTRING (4.8979587 50.489399, 4.8981444 50.4894878)",,parking_aisle,,
14121,748832842,False,,,,service,,16.434,,,"LINESTRING (4.8981444 50.4894878, 4.8979587 50.489399)",,parking_aisle,,
14122,748832846,False,,,,service,,18.768,,,"LINESTRING (4.8981444 50.4894878, 4.8983166 50.4893594)",,parking_aisle,,
14123,748832846,False,,,,service,,38.326,,,"LINESTRING (4.8981444 50.4894878, 4.8980101 50.4895879, 4.8978666 50.4896428, 4.8977231 50.4896977)",,parking_aisle,,
14124,748832843,False,,,,service,,35.286,,,"LINESTRING (4.8979352 50.4891549, 4.8983166 50.4893594)",,parking_aisle,,
14125,748832843,False,,,,service,,35.286,,,"LINESTRING (4.8983166 50.4893594, 4.8979352 50.4891549)",,parking_aisle,,
14126,748832846,False,,,,service,,18.812,,,"LINESTRING (4.8983166 50.4893594, 4.8984892 50.4892307)",,parking_aisle,,
14127,748832846,False,,,,service,,18.768,,,"LINESTRING (4.8983166 50.4893594, 4.8981444 50.4894878)",,parking_aisle,,
14128,748832844,False,,,,service,,47.496,,,"LINESTRING (4.8979499 50.4889763, 4.8984892 50.4892307)",,parking_aisle,,
14129,748832844,False,,,,service,,47.496,,,"LINESTRING (4.8984892 50.4892307, 4.8979499 50.4889763)",,parking_aisle,,
14130,748832846,False,,,,service,,18.069,,,"LINESTRING (4.8984892 50.4892307, 4.898655 50.4891071)",,parking_aisle,,
14131,748832846,False,,,,service,,18.812,,,"LINESTRING (4.8984892 50.4892307, 4.8983166 50.4893594)",,parking_aisle,,
14132,748832845,False,,,,service,,71.77,,,"LINESTRING (4.8978661 50.4887013, 4.898655 50.4891071)",,parking_aisle,,
14133,748832845,False,,,,service,,71.77,,,"LINESTRING (4.898655 50.4891071, 4.8978661 50.4887013)",,parking_aisle,,
