,osmid,oneway,lanes,ref,name,highway,maxspeed,length,bridge,junction,geometry,access,service,tunnel,width
14134,748832846,False,,,,service,,18.069,,,"LINESTRING (4.898655 50.4891071, 4.8984892 50.4892307)",,parking_aisle,,
14135,748832846,False,,,,service,,106.725,,,"LINESTRING (4.898655 50.4891071, 4.8988569 50.4889566, 4.8978969 50.4885011)",,parking_aisle,,
14136,748832846,False,,,,service,,106.725,,,"LINESTRING (4.8978969 50.4885011, 4.8988569 50.4889566, 4.898655 50.4891071)",,parking_aisle,,
14137,160958734,False,,,Rue de Fernelmont,tertiary,70,8.531,,,"LINESTRING (4.8977231 50.4896977, 4.8978062 50.4897533)",,,,
14138,160958734,False,,,Rue de Fernelmont,tertiary,70,92.881,,,"LINESTRING (4.8977231 50.4896977, 4.8972958 50.4894117, 4.8967476 50.4891423)",,,,
14139,748832846,False,,,,service,,38.326,,,"LINESTRING (4.8977231 50.4896977, 4.8978666 50.4896428, 4.8980101 50.4895879, 4.8981444 50.4894878)",,parking_aisle,,
14140,281425189,False,,,,service,,3.674,,,"LINESTRING (4.8756169 50.4749681, 4.8756501 50.4749935)",,parking_aisle,,
14141,281425189,False,,,,service,,17.682,,,"LINESTRING (4.8756169 50.4749681, 4.8754572 50.4748458)",,parking_aisle,,
14142,749254721,False,,,,service,,49.131,,,"LINESTRING (4.8756169 50.4749681, 4.8760493 50.4748161, 4.8759983 50.4747194, 4.8759849 50.4746954)",,parking_aisle,,
14143,281425189,False,,,,service,,17.682,,,"LINESTRING (4.8754572 50.4748458, 4.8756169 50.4749681)",,parking_aisle,,
14144,749254722,False,,,,service,,40.917,,,"LINESTRING (4.8754572 50.4748458, 4.8759849 50.4746954)",,parking_aisle,,
14145,749254723,False,,,,service,,19.842,,,"LINESTRING (4.8754572 50.4748458, 4.8752268 50.4749475)",,parking_aisle,,
14146,281425189,False,,,,service,,13.098,,,"LINESTRING (4.8754572 50.4748458, 4.8754385 50.4748315, 4.8753197 50.4747673)",,parking_aisle,,
14147,749254722,False,,,,service,,40.917,,,"LINESTRING (4.8759849 50.4746954, 4.8754572 50.4748458)",,parking_aisle,,
14148,749254721,False,,,,service,,49.131,,,"LINESTRING (4.8759849 50.4746954, 4.8759983 50.4747194, 4.8760493 50.4748161, 4.8756169 50.4749681)",,parking_aisle,,
14149,749254721,False,,,,service,,60.102,,,"LINESTRING (4.8759849 50.4746954, 4.8759697 50.474668, 4.8759249 50.4745943, 4.8758875 50.4745888, 4.875798 50.4745927, 4.8753197 50.4747673)",,parking_aisle,,
14150,749254723,False,,,,service,,19.842,,,"LINESTRING (4.8752268 50.4749475, 4.8754572 50.4748458)",,parking_aisle,,
14151,281425189,False,,,,service,,21.067,,,"LINESTRING (4.8756501 50.4749935, 4.8758404 50.4751392)",,parking_aisle,,
14152,281425189,False,,,,service,,3.674,,,"LINESTRING (4.8756501 50.4749935, 4.8756169 50.4749681)",,parking_aisle,,
14153,749254724,False,,,,service,,19.798,,,"LINESTRING (4.8756501 50.4749935, 4.8754209 50.4750956)",,parking_aisle,,
14154,749254724,False,,,,service,,19.798,,,"LINESTRING (4.8754209 50.4750956, 4.8756501 50.4749935)",,parking_aisle,,
14155,281425189,False,,,,service,,22.327,,,"LINESTRING (4.8758404 50.4751392, 4.8760421 50.4752936)",,parking_aisle,,
14156,281425189,False,,,,service,,21.067,,,"LINESTRING (4.8758404 50.4751392, 4.8756501 50.4749935)",,parking_aisle,,
14157,749254725,False,,,,service,,18.123,,,"LINESTRING (4.8758404 50.4751392, 4.8756399 50.4752406)",,parking_aisle,,
14158,749254725,False,,,,service,,18.123,,,"LINESTRING (4.8756399 50.4752406, 4.8758404 50.4751392)",,parking_aisle,,
14159,281425189,False,,,,service,,2.878,,,"LINESTRING (4.8760421 50.4752936, 4.8760681 50.4753135)",,parking_aisle,,
14160,281425189,False,,,,service,,22.327,,,"LINESTRING (4.8760421 50.4752936, 4.8758404 50.4751392)",,parking_aisle,,
14161,749254726,False,,,,service,,19.241,,,"LINESTRING (4.8760421 50.4752936, 4.8758191 50.4753926)",,parking_aisle,,
14162,749254726,False,,,,service,,19.241,,,"LINESTRING (4.8758191 50.4753926, 4.8760421 50.4752936)",,parking_aisle,,
14163,281425189,False,,,,service,,8.791,,,"LINESTRING (4.8760681 50.4753135, 4.8761475 50.4753743)",,parking_aisle,,
14164,281425189,False,,,,service,,2.878,,,"LINESTRING (4.8760681 50.4753135, 4.8760421 50.4752936)",,parking_aisle,,
14165,749254727,False,,,,pedestrian,,74.424,,,"LINESTRING (4.8760681 50.4753135, 4.8758004 50.4754481, 4.8755254 50.4755835, 4.8752331 50.4757203)",,,,
14166,31288461,True,2,N91,Chaussée de Louvain,primary,50,10.199,,,"LINESTRING (4.8752331 50.4757203, 4.8753176 50.4757946)",,,,
14167,749254727,False,,,,pedestrian,,74.424,,,"LINESTRING (4.8752331 50.4757203, 4.8755254 50.4755835, 4.8758004 50.4754481, 4.8760681 50.4753135)",,,,
14168,749254728,True,,,,primary_link,,11.903,,,"LINESTRING (4.8600197 50.4681442, 4.8600558 50.4681563, 4.8600794 50.4681679, 4.8600794 50.4681863, 4.8600558 50.4681946, 4.8600162 50.4682029)",,,,
14169,"[749254729, 852050057, 437846029]",True,,N90,Boulevard Ernest Mélot,service,50,101.413,,,"LINESTRING (4.8600197 50.4681442, 4.8603414 50.4681675, 4.8605878 50.4681847, 4.8609957 50.4682131, 4.8614438 50.4682449)",no,,,
14170,"[158387160, 1040806905]",True,2,N90,,"['primary', 'primary_link']",50,134.161,,,"LINESTRING (4.8600162 50.4682029, 4.8596483 50.4681808, 4.8596147 50.4681956, 4.859272 50.468178, 4.8587766 50.4681829, 4.8583945 50.4681656, 4.8581335 50.4681459)",,,,
14171,148834042,False,,,Chaussée de Marche,secondary,,30.789,,,"LINESTRING (4.886482 50.4541186, 4.8861772 50.4543161)",,,,
14172,"[749259828, 749259829]",False,,,,"['residential', 'service']",10,106.293,,,"LINESTRING (4.886482 50.4541186, 4.8861231 50.4539098, 4.8859484 50.4539495, 4.8857641 50.4540622, 4.8860916 50.4542635, 4.8861772 50.4543161)",,parking_aisle,,
14173,148834042,False,,,Chaussée de Marche,secondary,,55.092,,,"LINESTRING (4.886482 50.4541186, 4.8870274 50.4537652)",,,,
14174,148834042,False,,,Chaussée de Marche,secondary,,30.789,,,"LINESTRING (4.8861772 50.4543161, 4.886482 50.4541186)",,,,
14175,"[749259828, 749259829]",False,,,,"['residential', 'service']",10,106.293,,,"LINESTRING (4.8861772 50.4543161, 4.8860916 50.4542635, 4.8857641 50.4540622, 4.8859484 50.4539495, 4.8861231 50.4539098, 4.886482 50.4541186)",,parking_aisle,,
14176,148834042,False,,,Chaussée de Marche,secondary,,106.485,,,"LINESTRING (4.8861772 50.4543161, 4.8860509 50.4543979, 4.8851385 50.4550087)",,,,
14177,753124067,False,,,,service,,34.994,,,"LINESTRING (4.8948504 50.489908, 4.8953437 50.4898847)",,parking_aisle,,
14178,27956647,False,,,Rue Louis Albert,unclassified,30,15.701,,,"LINESTRING (4.8954436 50.490863, 4.8955864 50.4907549)",permissive,,,
14179,27956647,False,,,Rue Louis Albert,unclassified,30,30.371,,,"LINESTRING (4.8954436 50.490863, 4.8951674 50.4910721)",permissive,,,
14180,753124068,True,,,,service,,38.245,,,"LINESTRING (4.8954436 50.490863, 4.8952309 50.4907495, 4.8952143 50.490713, 4.8952182 50.4906672, 4.8953026 50.4906033)",,parking_aisle,,
14181,753124068,True,,,,service,,26.215,,,"LINESTRING (4.8953026 50.4906033, 4.8955864 50.4907549)",,parking_aisle,,
14182,974673247,True,,,,service,,42.413,,,"LINESTRING (4.8953026 50.4906033, 4.8953848 50.4905408, 4.8954482 50.4904925, 4.8957315 50.4906464)",,parking_aisle,,
14183,27956647,False,,,Rue Louis Albert,unclassified,30,9.272,,,"LINESTRING (4.8955864 50.4907549, 4.8956708 50.4906911)",permissive,,,
14184,27956647,False,,,Rue Louis Albert,unclassified,30,15.701,,,"LINESTRING (4.8955864 50.4907549, 4.8954436 50.490863)",permissive,,,
14185,754254371,False,,,,path,,226.535,,,"LINESTRING (4.8571527 50.4765241, 4.8572776 50.4766549, 4.8568713 50.4765947, 4.8566927 50.4767136, 4.8564954 50.4767641, 4.8559863 50.4767396, 4.8558941 50.4766935, 4.8559863 50.4761229, 4.8560505 50.4760367, 4.8560155 50.4758688, 4.8559986 50.4757885)",,,,
14186,754254373,False,,,,path,,75.544,,,"LINESTRING (4.8571737 50.4762589, 4.8572659 50.4760613, 4.8573453 50.4760167, 4.8572928 50.4758963, 4.8571468 50.4758369, 4.8571515 50.4757098, 4.8570884 50.4756931)",,,,
14187,754254374,False,,,,path,,125.888,,,"LINESTRING (4.8551527 50.4769727, 4.8553899 50.4769411, 4.8555951 50.4768916, 4.8557756 50.4769299, 4.8560021 50.4769299, 4.8562393 50.4769389, 4.8564198 50.4769479, 4.8569011 50.4769344)",no,,,
14188,754256401,False,,,,path,,28.41,,,"LINESTRING (4.8551527 50.4769727, 4.8550713 50.4770267, 4.8547882 50.4770402)",no,,,
14189,"[754256401, 277422844]",False,,,,path,,106.504,,,"LINESTRING (4.8551527 50.4769727, 4.8551633 50.4769051, 4.8552554 50.47686, 4.855266 50.4767925, 4.8553934 50.4766821, 4.855489 50.4765597, 4.8555923 50.4763635, 4.8555847 50.4761682, 4.8555918 50.4760962)",no,,,
14190,754256401,False,,,,path,,28.41,,,"LINESTRING (4.8547882 50.4770402, 4.8550713 50.4770267, 4.8551527 50.4769727)",no,,,
14191,754254374,False,,,,path,,125.888,,,"LINESTRING (4.8569011 50.4769344, 4.8564198 50.4769479, 4.8562393 50.4769389, 4.8560021 50.4769299, 4.8557756 50.4769299, 4.8555951 50.4768916, 4.8553899 50.4769411, 4.8551527 50.4769727)",no,,,
14192,757539308,False,,,,service,,18.613,,,"LINESTRING (4.8856976 50.4605771, 4.8855088 50.4604606)",,parking_aisle,,
14193,757539308,False,,,,service,,18.613,,,"LINESTRING (4.8855088 50.4604606, 4.8856976 50.4605771)",,parking_aisle,,
14194,757539308,False,,,,service,,33.573,,,"LINESTRING (4.8855088 50.4604606, 4.8851725 50.4602477)",,parking_aisle,,
14195,757539312,False,,,,service,,17.589,,,"LINESTRING (4.8855088 50.4604606, 4.885328 50.4605691)",,parking_aisle,,
14196,757539312,False,,,,service,,61.609,,,"LINESTRING (4.8855088 50.4604606, 4.8861359 50.4600764)",,parking_aisle,,
14197,757539308,False,,,,service,,33.573,,,"LINESTRING (4.8851725 50.4602477, 4.8855088 50.4604606)",,parking_aisle,,
14198,757539309,False,,,,service,,22.431,,,"LINESTRING (4.8852289 50.4609156, 4.8850065 50.4607719)",,parking_aisle,,
14199,757539309,False,,,,service,,32.718,,,"LINESTRING (4.8846669 50.4605723, 4.8850065 50.4607719)",,parking_aisle,,
14200,757539310,False,,,,service,,33.277,,,"LINESTRING (4.885328 50.4605691, 4.8849989 50.4603554)",,parking_aisle,,
14201,757539312,False,,,,service,,17.052,,,"LINESTRING (4.885328 50.4605691, 4.8851562 50.4606766)",,parking_aisle,,
14202,"[757539310, 757539311]",False,,,,service,,69.695,,,"LINESTRING (4.885328 50.4605691, 4.8855858 50.4607367, 4.885422 50.4608472, 4.8851562 50.4606766)",,parking_aisle,,
14203,757539312,False,,,,service,,17.589,,,"LINESTRING (4.885328 50.4605691, 4.8855088 50.4604606)",,parking_aisle,,
14204,757539310,False,,,,service,,33.277,,,"LINESTRING (4.8849989 50.4603554, 4.885328 50.4605691)",,parking_aisle,,
14205,757539311,False,,,,service,,32.311,,,"LINESTRING (4.8851562 50.4606766, 4.8848373 50.4604687)",,parking_aisle,,
14206,757539312,False,,,,service,,14.986,,,"LINESTRING (4.8851562 50.4606766, 4.8850065 50.4607719)",,parking_aisle,,
14207,757539312,False,,,,service,,17.052,,,"LINESTRING (4.8851562 50.4606766, 4.885328 50.4605691)",,parking_aisle,,
14208,"[757539310, 757539311]",False,,,,service,,69.695,,,"LINESTRING (4.8851562 50.4606766, 4.885422 50.4608472, 4.8855858 50.4607367, 4.885328 50.4605691)",,parking_aisle,,
14209,757539311,False,,,,service,,32.311,,,"LINESTRING (4.8848373 50.4604687, 4.8851562 50.4606766)",,parking_aisle,,
14210,757539309,False,,,,service,,22.431,,,"LINESTRING (4.8850065 50.4607719, 4.8852289 50.4609156)",,parking_aisle,,
14211,757539309,False,,,,service,,32.718,,,"LINESTRING (4.8850065 50.4607719, 4.8846669 50.4605723)",,parking_aisle,,
14212,757539312,False,,,,service,,14.986,,,"LINESTRING (4.8850065 50.4607719, 4.8851562 50.4606766)",,parking_aisle,,
14213,757539312,False,,,,service,,61.609,,,"LINESTRING (4.8861359 50.4600764, 4.8855088 50.4604606)",,parking_aisle,,
14214,"[44175867, 915002333]",False,,,Chaussée de Liège,tertiary,"['30', '50']",161.752,,,"LINESTRING (4.8861359 50.4600764, 4.8872399 50.460786, 4.8877551 50.4611027)",,,,
14215,"[44175867, 624758739]",False,,,Chaussée de Liège,tertiary,"['30', '50']",102.175,,,"LINESTRING (4.8861359 50.4600764, 4.8858665 50.4599032, 4.8851138 50.4594276)",,,,
14216,757539351,False,,,,service,,2.119,,,"LINESTRING (4.8990695 50.4642732, 4.8990993 50.4642714)",,parking_aisle,,
14217,264785978,True,,,,service,,125.642,,,"LINESTRING (4.8990695 50.4642732, 4.8991063 50.4644847, 4.8990988 50.4645021, 4.8990739 50.4645134, 4.8987132 50.4645459, 4.8986521 50.4645333, 4.8986321 50.4645049, 4.8985925 50.464279, 4.8986127 50.4642539, 4.8986592 50.4642415, 4.8989934 50.4642231, 4.8990386 50.4642341, 4.8990695 50.4642732)",,drive-through,,
14218,71246213,False,,,,service,,7.567,,,"LINESTRING (4.8819918 50.468944, 4.8819284 50.4689988)",,parking_aisle,,
14219,71246213,False,,,,service,,21.923,,,"LINESTRING (4.8819918 50.468944, 4.8821756 50.4687853)",,parking_aisle,,
14220,757539356,False,,,,service,,49.377,,,"LINESTRING (4.8819918 50.468944, 4.8821682 50.4690691, 4.8819452 50.469168, 4.8818264 50.4690981)",,parking_aisle,,
14221,757539357,False,,,,service,,13.192,,,"LINESTRING (4.8818264 50.4690981, 4.8819284 50.4689988)",,parking_aisle,,
14222,757539356,False,,,,service,,49.377,,,"LINESTRING (4.8818264 50.4690981, 4.8819452 50.469168, 4.8821682 50.4690691, 4.8819918 50.468944)",,parking_aisle,,
14223,757539357,False,,,,service,,26.984,,,"LINESTRING (4.8818264 50.4690981, 4.8818073 50.4691167, 4.8814698 50.4690672)",,parking_aisle,,
14224,757539357,False,,,,service,,26.984,,,"LINESTRING (4.8814698 50.4690672, 4.8818073 50.4691167, 4.8818264 50.4690981)",,parking_aisle,,
14225,757733668,False,,,,service,,19.215,,,"LINESTRING (4.8535204 50.4702264, 4.8534427 50.4701859, 4.853272 50.4701788)",,,,
14226,757944088,False,,,,track,,238.544,,,"LINESTRING (4.8540004 50.4440849, 4.8541667 50.4441908, 4.8542185 50.4441595, 4.8542185 50.4440328, 4.8542893 50.4437083, 4.8543493 50.4436735, 4.8544011 50.4437117, 4.8544556 50.4439183, 4.8545482 50.4441786, 4.8546518 50.4444008, 4.8548208 50.444498, 4.8548971 50.4445691, 4.8549462 50.4446524, 4.8549898 50.4448277, 4.8549734 50.4450152)",,,,
14227,37776173,False,,,Tienne Maquet,residential,,45.957,,,"LINESTRING (4.8549734 50.4450152, 4.8544226 50.4447966)",,,,
14228,37776173,False,,,Tienne Maquet,residential,,93.74300000000001,,,"LINESTRING (4.8549734 50.4450152, 4.8553095 50.4451436, 4.8559383 50.4453937, 4.856041 50.4454959)",,,,
14229,757944088,False,,,,track,,238.544,,,"LINESTRING (4.8549734 50.4450152, 4.8549898 50.4448277, 4.8549462 50.4446524, 4.8548971 50.4445691, 4.8548208 50.444498, 4.8546518 50.4444008, 4.8545482 50.4441786, 4.8544556 50.4439183, 4.8544011 50.4437117, 4.8543493 50.4436735, 4.8542893 50.4437083, 4.8542185 50.4440328, 4.8542185 50.4441595, 4.8541667 50.4441908, 4.8540004 50.4440849)",,,,
14230,757982375,False,,,,service,,86.742,,,"LINESTRING (4.9569605 50.48826, 4.9569011 50.4883184, 4.9567838 50.4885268, 4.9567747 50.4886388, 4.9568586 50.4886792, 4.9570346 50.4887137, 4.9571122 50.4887023, 4.9571746 50.4887093, 4.9573218 50.4887495)",,,,
14231,757982375,False,,,,service,,40.082,,,"LINESTRING (4.9578556 50.4888703, 4.9573218 50.4887495)",,,,
14232,563047341,False,,N992,Rue Notre-Dame du Vivier,secondary,,157.457,,,"LINESTRING (4.9578556 50.4888703, 4.9585507 50.4879998, 4.9588576 50.4876059)",,,,
14233,563047341,False,,N992,Rue Notre-Dame du Vivier,secondary,,335.288,,,"LINESTRING (4.9578556 50.4888703, 4.9569801 50.4899939, 4.956889 50.4902481, 4.9568185 50.490691, 4.956748 50.4908424, 4.9566452 50.4909994, 4.956325 50.4913788, 4.9561164 50.4916442)",,,,
14234,244456520,False,,,,track,,25.95,,,"LINESTRING (4.8985245 50.4083968, 4.8983752 50.4081837)",,,,
14235,244456520,False,,,,track,,507.0740000000001,,,"LINESTRING (4.8985245 50.4083968, 4.898538 50.408416, 4.898607 50.408533, 4.898833 50.409104, 4.898848 50.409637, 4.89915 50.410222, 4.899196 50.410422, 4.899233 50.410496, 4.899651 50.410931, 4.899767 50.411103, 4.899869 50.411426, 4.899997 50.41167, 4.900208 50.411882, 4.900395 50.412003, 4.900501 50.412173, 4.900774 50.41244, 4.900825 50.412565, 4.900855 50.4126228)",,,,
14236,"[582364905, 244456514]",False,,,,track,,324.478,,,"LINESTRING (4.8985245 50.4083968, 4.8980982 50.4087347, 4.8971141 50.4093079, 4.8952321 50.4103569, 4.8951925 50.4103898)",,,,
14237,582364905,False,,,,track,,39.046,,,"LINESTRING (4.8985245 50.4083968, 4.898586 50.4083481, 4.8986078 50.4080598)",,,,
14238,758505338,True,,,,cycleway,,17.328,,,"LINESTRING (4.8986071 50.4681386, 4.8987352 50.4680058)",,,,
14239,298271637,True,,N905,,secondary,50,51.624,,,"LINESTRING (4.8986071 50.4681386, 4.8987269 50.4681066, 4.8989693 50.4680275, 4.8991352 50.4679368, 4.8992075 50.4678854)",,,,
14240,97286313,False,,,,path,,21.328,,,"LINESTRING (4.7978185 50.435281, 4.7975446 50.4353607)",,,,
14241,97286313,False,,,,path,,181.56,,,"LINESTRING (4.7978185 50.435281, 4.7979011 50.4352569, 4.7981848 50.4351843, 4.7988817 50.4348442, 4.8001408 50.4346686)",,,,
14242,765436310,False,,,,path,,483.7569999999999,,,"LINESTRING (4.7978185 50.435281, 4.7979992 50.4352964, 4.7983164 50.4352161, 4.7985439 50.435116, 4.7989875 50.4350233, 4.7993404 50.4350301, 4.7996493 50.4350303, 4.7997961 50.4349642, 4.7999907 50.4349987, 4.8002778 50.4350574, 4.8005325 50.4351402, 4.8008684 50.4352714, 4.8011394 50.435299, 4.8015827 50.4353022, 4.801963 50.4352576, 4.8020822 50.4352127, 4.8022989 50.4352437, 4.8027107 50.435223, 4.8031883 50.4351575, 4.8035126 50.4351816, 4.803854 50.4351851, 4.8040338 50.4351093, 4.8041743 50.4350747, 4.8042882 50.4351233)",,,,
14243,765436310,False,,,,path,,51.117,,,"LINESTRING (4.8042882 50.4351233, 4.8041419 50.4352817, 4.8039732 50.4353335, 4.8037296 50.435355)",,,,
14244,765436310,False,,,,path,,483.757,,,"LINESTRING (4.8042882 50.4351233, 4.8041743 50.4350747, 4.8040338 50.4351093, 4.803854 50.4351851, 4.8035126 50.4351816, 4.8031883 50.4351575, 4.8027107 50.435223, 4.8022989 50.4352437, 4.8020822 50.4352127, 4.801963 50.4352576, 4.8015827 50.4353022, 4.8011394 50.435299, 4.8008684 50.4352714, 4.8005325 50.4351402, 4.8002778 50.4350574, 4.7999907 50.4349987, 4.7997961 50.4349642, 4.7996493 50.4350303, 4.7993404 50.4350301, 4.7989875 50.4350233, 4.7985439 50.435116, 4.7983164 50.4352161, 4.7979992 50.4352964, 4.7978185 50.435281)",,,,
14245,807788215,False,,,,path,,84.306,,,"LINESTRING (4.8042882 50.4351233, 4.8045374 50.4351532, 4.8047949 50.4351566, 4.805047 50.4351668, 4.8052831 50.4352147, 4.8054616 50.4352212)",,,,
14246,767561219,False,,,,service,,16.692,,,"LINESTRING (4.9025851 50.4877177, 4.9025819 50.4875676)",,,,
14247,767561217,False,,,,service,,45.917,,,"LINESTRING (4.9025851 50.4877177, 4.9025426 50.4877203, 4.9025041 50.4877319, 4.9024739 50.4877511, 4.9024558 50.4877756, 4.9024517 50.4878026, 4.9024622 50.4878289, 4.9024838 50.4878498, 4.9025145 50.4878654, 4.9025514 50.4878741, 4.9025907 50.487875, 4.9026285 50.487868, 4.902661 50.4878539, 4.9026849 50.487834, 4.9026978 50.4878104, 4.9026985 50.4877854, 4.9026869 50.4877615)",,,,
14248,767561217,False,,,,service,,9.049,,,"LINESTRING (4.9025851 50.4877177, 4.9026264 50.4877244, 4.9026617 50.4877396, 4.9026869 50.4877615)",,,,
14249,767561219,False,,,,service,,16.692,,,"LINESTRING (4.9025819 50.4875676, 4.9025851 50.4877177)",,,,
14250,"[27956648, 160958734]",False,,,Rue de Fernelmont,tertiary,"['70', '50']",67.268,,,"LINESTRING (4.8937219 50.4876308, 4.8937626 50.4876476, 4.8940495 50.4877661, 4.8944946 50.4879826)",,,,
14251,27956648,False,,,Rue de Fernelmont,tertiary,50,23.465,,,"LINESTRING (4.8937219 50.4876308, 4.8935933 50.4875776, 4.8934437 50.4875159)",,,,
14252,769601521,False,,,,path,,24.478,,,"LINESTRING (4.8786241 50.4653193, 4.8787509 50.4651145)",,,,
14253,554515894,False,,,Promenade de la Douceur Mosane,service,,55.594,,,"LINESTRING (4.8787509 50.4651145, 4.8794615 50.4653275)",destination,,,
14254,554515894,False,,,Promenade de la Douceur Mosane,service,,109.247,,,"LINESTRING (4.8787509 50.4651145, 4.8773687 50.4646773)",destination,,,
14255,769601521,False,,,,path,,24.478,,,"LINESTRING (4.8787509 50.4651145, 4.8786241 50.4653193)",,,,
14256,34582085,False,,,Route de la Navinne,tertiary,,97.36,,,"LINESTRING (4.7974491 50.4346056, 4.7975209 50.4346048, 4.7982659 50.4345622, 4.7988049 50.4344784)",,,,
14257,34582085,False,,,Route de la Navinne,tertiary,,86.38300000000001,,,"LINESTRING (4.7974491 50.4346056, 4.7971817 50.4346088, 4.7966104 50.4345325, 4.796253 50.4344754)",,,,
14258,"[85681730, 770659724]",False,,,,path,,197.952,,,"LINESTRING (4.7974491 50.4346056, 4.7975114 50.434694, 4.7981483 50.4346545, 4.7988947 50.4345975, 4.8001408 50.4346686)",,,,
14259,142030672,True,,,,unclassified,30,24.793,,roundabout,"LINESTRING (4.8066711 50.4875225, 4.8066428 50.4875165, 4.8066025 50.4875019, 4.8065672 50.4874826, 4.8065384 50.4874594, 4.8065171 50.4874332, 4.8065041 50.4874048, 4.8064999 50.4873753, 4.8065037 50.4873488)",,,,
14260,142030682,False,,,Rue de l'Énergie,unclassified,50,273.806,,,"LINESTRING (4.8066711 50.4875225, 4.8066012 50.4876709, 4.8055651 50.4892419, 4.805291 50.4894614, 4.8052689 50.4894734, 4.8049045 50.4896715)",,,,
